,leading_p_is_casual,highest_post_prob_is_casual,num_true_possitive_p5*10**(-8),num_false_possitive_p5*10**(-8),num_true_possitive_post95,num_false_possitive_post95
0,[False],[False],1,8,1,4
1,[ True],[ True],1,20,1,3
2,[ True],[ True],1,22,1,0
3,[ True],[False],1,23,1,2
4,[ True],[False],1,5,1,7
5,[ True],[ True],1,3,1,2
6,[ True],[False],1,3,1,8
7,[ True],[False],1,12,1,7
8,[ True],[ True],1,2,1,4
9,[ True],[ True],1,8,1,6
10,[ True],[ True],1,23,1,0
11,[ True],[ True],1,1,1,5
12,[ True],[ True],1,21,1,7
13,[ True],[ True],1,9,1,6
14,[ True],[ True],1,12,1,6
15,[ True],[ True],1,16,1,2
16,[ True],[ True],1,17,1,3
17,[ True],[False],1,14,1,6
18,[ True],[False],1,17,1,8
19,[ True],[False],1,8,1,6
