,leading_p_is_casual,highest_post_prob_is_casual,num_true_possitive_p5*10**(-8),num_false_possitive_p5*10**(-8),num_true_possitive_post95,num_false_possitive_post95
156,[False False  True],[False False  True],1,2,1,0
157,[False  True False],[False  True False],1,1,1,0
158,[False False False],[False False False],1,0,1,0
159,[False False  True],[ True False False],1,6,1,0
160,[False False False],[False False False],1,0,1,0
161,[False False False],[False False False],1,0,1,0
162,[False False False],[False False False],1,0,1,0
163,[False False False],[False False False],1,0,1,0
164,[False  True False],[False  True False],1,0,1,0
165,[False False False],[False  True False],1,2,1,0
166,[False False False],[False False  True],1,5,1,0
167,[ True False False],[False False False],1,5,1,1
168,[ True False False],[ True False False],1,0,1,0
169,[False  True False],[False  True False],1,3,1,0
170,[False  True False],[False  True False],1,0,1,0
171,[ True False False],[False False False],1,1,1,2
172,[False  True False],[False  True False],1,0,1,0
173,[False False  True],[False False  True],1,2,1,0
174,[False False  True],[False False  True],1,0,1,0
175,[False False False],[False False False],1,0,1,0
176,[ True False False],[False False False],1,2,1,2
177,[ True False False],[ True False False],1,8,1,0
178,[False  True False],[False  True False],1,0,1,0
179,[False False  True],[False False  True],1,4,1,0
180,[ True False False],[False False False],1,15,1,2
181,[False False  True],[False False  True],1,0,1,0
182,[False False False],[False False False],1,0,1,0
183,[False False False],[False False False],1,0,1,0
184,[False  True False],[False  True False],1,3,1,0
185,[False False False],[False False False],1,0,1,0
186,[False  True False],[False  True False],1,0,1,0
187,[False False False],[False False False],1,0,1,0
188,[False False False],[False False False],1,0,1,0
189,[ True False False],[ True False False],1,0,1,0
190,[False False  True],[False False  True],1,0,1,0
191,[False False False],[False False False],1,0,1,0
192,[ True False False],[False False False],1,0,1,0
193,[False False False],[False False False],1,0,1,0
194,[False False False],[False False False],1,0,1,0
195,[False  True False],[False False  True],1,4,1,0
196,[False False False],[False False False],1,0,1,0
197,[ True False False],[ True False False],1,4,1,0
198,[False False False],[ True False False],1,1,1,0
199,[False False False],[False False False],1,1,1,1
